custAge,profession,marital,responded
,admin.,married,no
35,admin.,married,no
,admin.,single,no
,technician,single,yes
57,admin.,married,no
39,management,married,no
28,blue-collar,single,yes
35,admin.,married,no
,admin.,married,no
,self-employed,single,no
36,services,married,no
50,self-employed,married,no
37,blue-collar,married,yes
,admin.,single,no
47,technician,married,no
41,blue-collar,married,no
39,blue-collar,married,no
56,admin.,married,no
53,services,married,no
46,blue-collar,married,no
32,unemployed,single,no
48,retired,married,no
36,technician,married,no
32,technician,single,no
48,management,married,no
43,entrepreneur,married,no
43,blue-collar,married,no
48,admin.,married,no
55,retired,married,yes
,entrepreneur,married,no
50,management,married,yes
57,admin.,married,no
50,blue-collar,married,no
30,student,single,no
43,technician,married,no
49,blue-collar,married,no
27,admin.,single,yes
35,blue-collar,married,no
30,management,married,no
26,technician,single,no
27,blue-collar,single,no
46,services,married,no
52,blue-collar,divorced,yes
32,blue-collar,married,no
36,management,married,no
76,retired,married,no
58,admin.,divorced,no
21,student,single,yes
33,admin.,single,no
36,self-employed,divorced,no
30,student,single,yes
35,housemaid,married,no
50,admin.,divorced,no
23,admin.,single,no
36,housemaid,married,no
55,blue-collar,married,no
56,entrepreneur,married,no
34,unknown,married,no
59,admin.,married,no
52,blue-collar,single,no
29,services,divorced,no
,retired,divorced,no
,technician,married,no
,entrepreneur,married,no
34,entrepreneur,single,no
,technician,married,no
,admin.,married,no
31,admin.,single,no
29,admin.,single,no
39,technician,single,no
44,entrepreneur,married,yes
52,blue-collar,married,no
28,services,married,no
,management,married,no
,admin.,single,no
37,blue-collar,single,no
31,services,married,no
34,services,married,no
28,management,single,no
38,admin.,married,no
49,services,married,no
38,admin.,married,no
53,admin.,divorced,no
,admin.,married,no
,entrepreneur,divorced,no
45,blue-collar,married,no
45,technician,single,no
,admin.,married,no
40,admin.,divorced,no
47,admin.,single,no
47,services,married,no
51,blue-collar,married,no
41,admin.,divorced,no
35,management,single,no
,blue-collar,married,no
30,admin.,single,no
28,blue-collar,married,no
31,blue-collar,divorced,no
49,technician,married,no
,retired,married,yes
48,admin.,married,no
34,admin.,divorced,no
,admin.,married,no
36,admin.,married,no
44,blue-collar,single,no
32,blue-collar,married,no
,technician,single,no
41,services,married,no
,admin.,single,no
,retired,married,yes
34,technician,married,no
,admin.,married,no
34,technician,married,no
36,blue-collar,single,no
,housemaid,married,no
38,blue-collar,divorced,no
76,retired,married,no
49,management,married,no
35,self-employed,single,no
28,admin.,single,no
,technician,divorced,no
40,self-employed,single,no
,blue-collar,married,no
46,entrepreneur,married,no
,services,divorced,no
,blue-collar,married,yes
,management,married,no
29,technician,single,no
36,blue-collar,single,no
,admin.,single,yes
,admin.,married,no
,retired,married,no
,blue-collar,married,yes
,blue-collar,married,no
,technician,single,no
26,blue-collar,single,no
,admin.,married,no
,admin.,single,no
35,admin.,married,no
33,services,married,no
30,technician,married,no
31,technician,single,no
33,technician,single,no
53,blue-collar,married,no
,technician,single,no
33,admin.,single,no
31,unemployed,married,no
49,self-employed,married,no
57,technician,married,no
33,admin.,married,yes
48,blue-collar,divorced,no
40,blue-collar,married,no
38,services,single,no
,blue-collar,single,no
22,blue-collar,single,yes
46,admin.,married,no
36,entrepreneur,married,no
,technician,single,no
,admin.,married,no
39,blue-collar,divorced,no
,services,divorced,no
,entrepreneur,married,no
44,management,divorced,no
34,admin.,single,no
30,admin.,married,no
54,management,divorced,no
,technician,single,no
,entrepreneur,single,no
,admin.,single,no
41,admin.,married,no
29,blue-collar,married,no
31,blue-collar,married,no
25,entrepreneur,single,no
31,technician,single,yes
70,retired,married,no
29,technician,single,no
18,student,single,yes
65,retired,married,no
37,admin.,single,no
70,housemaid,divorced,no
36,services,married,no
20,student,single,yes
,unknown,single,no
43,technician,divorced,no
58,management,married,no
,technician,married,no
41,technician,divorced,yes
,admin.,married,no
37,blue-collar,married,no
24,student,single,no
38,admin.,married,no
,admin.,married,no
32,technician,single,no
,student,single,no
49,blue-collar,married,no
52,entrepreneur,married,no
42,blue-collar,single,no
31,admin.,single,no
47,management,married,no
31,technician,single,no
65,admin.,divorced,no
43,admin.,married,no
,services,single,no
52,retired,married,no
,technician,married,no
35,management,single,no
46,technician,divorced,no
37,blue-collar,married,no
39,admin.,married,no
,technician,divorced,no
44,entrepreneur,married,no
30,technician,single,no
28,admin.,married,no
30,admin.,single,yes
,technician,married,no
67,retired,married,yes
29,technician,married,no
29,admin.,married,no
28,admin.,single,no
37,technician,divorced,no
43,technician,divorced,no
62,retired,married,yes
39,technician,married,no
,student,single,yes
29,services,single,no
31,entrepreneur,single,no
58,services,married,no
52,services,divorced,no
28,blue-collar,divorced,yes
,admin.,married,yes
31,self-employed,married,yes
34,blue-collar,married,no
,admin.,single,no
33,technician,single,no
,blue-collar,single,no
,entrepreneur,married,no
,admin.,married,no
31,blue-collar,married,yes
35,technician,single,no
,housemaid,married,no
94,retired,married,no
,technician,single,no
,management,married,no
28,services,single,no
47,unknown,married,no
31,blue-collar,divorced,no
33,blue-collar,married,no
,retired,married,no
28,blue-collar,single,no
31,admin.,divorced,no
34,self-employed,single,no
58,blue-collar,married,no
45,services,divorced,no
33,technician,married,no
42,blue-collar,married,no
43,management,single,no
,management,married,no
56,services,single,no
48,admin.,married,no
39,services,married,yes
,admin.,single,yes
,blue-collar,married,no
22,technician,single,yes
48,services,married,no
24,services,single,no
28,blue-collar,married,no
56,self-employed,single,no
,management,married,no
30,entrepreneur,single,yes
36,unemployed,divorced,no
72,admin.,married,no
,admin.,single,yes
,admin.,divorced,no
52,services,married,no
60,retired,divorced,no
,admin.,married,no
58,blue-collar,married,no
,retired,married,yes
35,blue-collar,single,no
44,services,divorced,no
,services,married,no
,technician,married,no
25,student,single,no
,management,single,no
56,blue-collar,married,no
60,entrepreneur,married,no
,technician,single,no
44,admin.,married,no
38,entrepreneur,married,no
37,blue-collar,married,no
42,unemployed,married,no
41,blue-collar,married,no
44,blue-collar,married,no
34,blue-collar,single,no
42,blue-collar,married,no
,unemployed,single,no
30,admin.,married,no
35,management,married,no
,admin.,married,no
43,blue-collar,single,no
45,technician,divorced,no
32,admin.,married,no
33,admin.,single,no
35,management,married,no
37,services,married,no
38,self-employed,married,no
36,technician,married,no
,housemaid,married,no
50,services,divorced,yes
61,blue-collar,married,yes
36,blue-collar,single,no
38,technician,married,no
29,admin.,divorced,no
45,blue-collar,married,no
33,blue-collar,married,no
,services,married,no
81,unknown,divorced,yes
34,blue-collar,married,no
,admin.,single,no
46,blue-collar,married,no
55,admin.,married,no
46,admin.,married,yes
,technician,married,no
38,self-employed,married,no
40,services,married,no
,blue-collar,married,no
37,blue-collar,married,no
29,management,married,no
,blue-collar,married,no
38,admin.,divorced,no
,admin.,single,yes
,technician,married,no
22,student,single,no
48,entrepreneur,married,no
48,technician,married,yes
,admin.,married,no
55,technician,married,no
,admin.,single,no
33,services,married,no
29,technician,single,no
57,technician,married,no
,technician,single,no
25,blue-collar,single,no
37,student,single,no
,admin.,single,no
42,blue-collar,married,no
,retired,married,no
26,management,single,no
52,blue-collar,married,no
40,technician,single,no
37,blue-collar,single,no
,technician,single,no
19,student,single,yes
,admin.,married,no
35,technician,divorced,no
51,blue-collar,married,no
24,student,single,no
41,self-employed,married,no
29,services,single,no
25,student,single,no
51,management,divorced,no
30,housemaid,married,no
34,blue-collar,married,no
,technician,married,no
41,self-employed,married,no
46,management,divorced,no
37,technician,single,no
44,blue-collar,divorced,no
42,blue-collar,married,no
30,services,married,no
36,blue-collar,married,no
44,self-employed,married,no
53,retired,divorced,no
36,technician,single,no
36,admin.,married,no
30,blue-collar,single,no
,management,single,no
38,technician,married,no
,admin.,married,no
36,unemployed,married,no
48,blue-collar,married,no
44,blue-collar,divorced,no
28,admin.,single,yes
43,management,married,no
,blue-collar,single,no
32,self-employed,single,no
32,technician,single,no
27,admin.,married,yes
54,blue-collar,married,no
39,admin.,married,no
30,admin.,married,no
28,management,married,no
39,technician,married,no
,management,married,no
,management,married,no
30,technician,married,no
,retired,divorced,no
43,technician,divorced,no
,blue-collar,married,no
48,blue-collar,married,no
40,self-employed,married,no
53,management,married,no
33,self-employed,single,no
22,admin.,single,yes
40,services,single,no
46,blue-collar,single,no
39,services,married,no
46,housemaid,married,no
49,management,married,no
31,admin.,divorced,no
,management,married,no
28,student,married,no
27,blue-collar,single,yes
31,admin.,single,no
31,blue-collar,married,no
,unemployed,divorced,yes
48,blue-collar,married,no
48,technician,divorced,yes
33,blue-collar,married,no
31,technician,married,no
,blue-collar,married,no
31,management,single,no
42,blue-collar,married,no
44,technician,married,no
,blue-collar,married,no
55,blue-collar,married,no
59,blue-collar,divorced,no
50,admin.,married,no
52,blue-collar,married,no
31,admin.,married,no
58,management,married,no
,services,married,yes
41,blue-collar,married,no
36,unemployed,single,yes
56,technician,married,no
29,blue-collar,married,no
45,unemployed,married,no
32,technician,married,no
35,student,single,no
50,blue-collar,married,no
31,blue-collar,married,no
51,blue-collar,divorced,no
56,retired,divorced,no
,admin.,single,no
43,admin.,divorced,no
,unemployed,married,no
44,blue-collar,divorced,no
31,technician,single,no
39,admin.,single,no
25,entrepreneur,single,no
,services,single,no
,technician,married,no
42,services,divorced,no
29,admin.,single,no
65,management,married,yes
31,blue-collar,single,no
45,services,married,no
37,technician,married,no
,retired,divorced,yes
39,entrepreneur,married,no
52,services,married,no
29,blue-collar,single,no
37,housemaid,married,no
37,entrepreneur,married,no
,blue-collar,divorced,no
40,admin.,divorced,no
,blue-collar,married,no
34,management,married,no
38,admin.,married,no
50,technician,married,yes
31,technician,single,no
24,student,single,no
,technician,married,yes
32,blue-collar,married,no
48,blue-collar,married,no
27,blue-collar,single,no
,blue-collar,married,no
,management,divorced,no
54,management,married,no
,admin.,divorced,yes
,admin.,single,no
32,admin.,single,no
48,admin.,married,no
,admin.,single,no
35,blue-collar,married,no
56,blue-collar,married,no
35,technician,married,no
42,housemaid,married,no
28,admin.,married,no
43,admin.,married,no
,services,married,no
34,admin.,single,yes
39,admin.,married,no
,admin.,married,no
50,services,single,no
33,services,married,no
,housemaid,married,no
28,blue-collar,single,yes
25,student,single,no
46,self-employed,married,no
36,management,married,no
29,technician,married,no
43,unemployed,married,no
,services,married,no
45,technician,divorced,no
32,admin.,single,no
,technician,married,yes
45,services,single,no
,admin.,single,no
,blue-collar,married,no
,technician,single,no
28,blue-collar,married,no
48,unemployed,single,yes
60,technician,divorced,no
,services,married,no
47,services,married,no
39,admin.,married,no
,unknown,married,yes
,admin.,single,no
38,technician,married,no
,technician,married,yes
,blue-collar,married,no
,admin.,married,no
36,admin.,single,no
40,admin.,married,no
,admin.,married,no
58,retired,married,no
59,retired,divorced,no
37,blue-collar,married,no
47,management,divorced,no
32,admin.,married,no
32,technician,single,yes
54,management,married,no
,unknown,married,no
53,retired,divorced,no
33,services,divorced,no
19,student,single,no
,entrepreneur,married,no
47,blue-collar,married,no
39,blue-collar,married,no
58,management,married,no
,management,married,no
,entrepreneur,married,no
,management,married,no
,entrepreneur,married,no
51,admin.,divorced,no
41,self-employed,married,no
29,student,single,no
54,housemaid,married,no
34,admin.,married,no
47,blue-collar,married,no
36,blue-collar,married,no
,blue-collar,married,no
29,admin.,single,no
31,blue-collar,single,no
,management,married,no
,admin.,single,no
49,admin.,married,no
34,admin.,single,yes
,services,married,no
,admin.,married,no
32,self-employed,single,no
56,admin.,married,no
34,technician,married,no
49,management,divorced,no
,admin.,single,no
59,admin.,divorced,no
,technician,married,no
39,technician,married,no
,blue-collar,married,no
,admin.,married,no
,admin.,married,no
35,self-employed,married,no
35,management,married,no
31,admin.,single,no
44,blue-collar,married,no
,technician,married,no
63,technician,married,no
51,admin.,divorced,no
36,services,married,no
42,self-employed,married,yes
46,admin.,married,no
36,technician,single,no
29,admin.,single,no
,blue-collar,married,no
56,housemaid,married,no
,management,single,no
34,blue-collar,married,no
57,self-employed,married,no
39,unemployed,married,no
48,blue-collar,married,no
29,entrepreneur,married,no
41,blue-collar,married,no
35,technician,married,no
41,blue-collar,married,no
45,entrepreneur,married,no
34,blue-collar,married,no
47,admin.,married,no
27,admin.,single,no
40,admin.,single,yes
45,services,married,no
33,admin.,single,no
47,technician,married,no
32,blue-collar,single,no
26,blue-collar,single,no
,technician,married,no
,student,single,no
,blue-collar,single,no
32,housemaid,married,no
,admin.,single,no
22,technician,married,no
37,technician,married,no
37,technician,single,no
,technician,married,no
48,blue-collar,married,no
,admin.,single,no
,blue-collar,married,no
71,retired,married,yes
40,management,married,no
24,services,married,no
36,technician,single,no
29,admin.,single,no
36,admin.,single,no
29,technician,single,no
30,technician,single,no
48,entrepreneur,married,yes
41,blue-collar,married,no
31,technician,single,no
34,admin.,married,no
66,retired,married,no
48,unemployed,married,no
40,admin.,married,no
,blue-collar,married,no
,entrepreneur,married,no
22,student,single,no
27,services,single,no
29,self-employed,married,no
39,housemaid,married,no
25,admin.,single,yes
38,technician,single,no
39,management,married,no
30,admin.,single,no
61,retired,married,no
40,entrepreneur,single,no
44,technician,divorced,no
,entrepreneur,single,yes
36,admin.,married,no
,housemaid,married,no
37,technician,single,no
31,admin.,married,yes
36,admin.,single,no
46,blue-collar,married,no
,services,single,no
,technician,single,no
28,technician,single,no
49,admin.,married,no
30,blue-collar,married,yes
35,admin.,single,no
47,blue-collar,married,no
27,unknown,single,yes
,admin.,single,no
38,services,divorced,no
26,services,single,no
40,technician,married,no
38,services,single,yes
,housemaid,divorced,yes
45,technician,divorced,yes
53,technician,married,no
,retired,married,no
,entrepreneur,single,no
46,unemployed,married,no
28,technician,single,no
50,services,divorced,no
39,entrepreneur,married,no
52,technician,married,no
32,admin.,single,no
58,blue-collar,married,no
32,admin.,single,no
,admin.,married,no
50,technician,married,no
54,technician,married,no
49,blue-collar,married,no
,retired,married,no
27,technician,single,no
,blue-collar,married,no
51,unemployed,married,no
59,unemployed,married,yes
,unemployed,married,yes
27,blue-collar,married,no
48,blue-collar,married,no
37,blue-collar,married,no
33,blue-collar,married,no
58,retired,married,no
18,student,single,yes
31,services,divorced,no
50,blue-collar,married,no
,self-employed,single,no
,services,single,no
,services,married,no
49,blue-collar,married,no
31,blue-collar,married,no
39,technician,married,no
25,student,single,no
38,self-employed,married,no
39,blue-collar,married,no
33,blue-collar,married,no
36,admin.,married,yes
,admin.,married,no
46,blue-collar,married,no
,admin.,married,no
27,admin.,single,no
28,blue-collar,married,no
41,technician,divorced,no
35,management,married,no
,blue-collar,married,no
32,technician,married,no
41,entrepreneur,married,no
,technician,single,no
35,blue-collar,married,no
,student,single,no
,blue-collar,married,no
29,unemployed,married,no
49,services,married,yes
50,management,married,no
,admin.,married,no
36,admin.,married,no
27,technician,single,no
36,blue-collar,married,no
25,self-employed,single,no
,management,married,no
29,self-employed,single,no
29,technician,married,no
38,technician,married,no
54,retired,divorced,no
34,admin.,married,no
40,admin.,married,no
45,blue-collar,divorced,no
,entrepreneur,married,no
50,admin.,divorced,no
33,entrepreneur,single,no
,blue-collar,married,no
,blue-collar,married,no
32,technician,single,no
28,blue-collar,married,no
37,blue-collar,married,no
,admin.,single,no
,admin.,divorced,no
33,blue-collar,single,no
60,admin.,divorced,yes
43,entrepreneur,married,no
36,services,married,no
53,blue-collar,married,no
31,technician,single,no
,blue-collar,single,yes
53,management,divorced,no
35,admin.,single,no
20,student,single,no
38,entrepreneur,married,no
38,admin.,divorced,no
41,admin.,single,no
56,services,divorced,no
84,retired,married,no
22,student,single,no
38,admin.,married,no
,blue-collar,married,no
36,management,married,no
33,admin.,married,no
55,retired,married,no
38,housemaid,married,no
24,services,single,no
59,retired,married,no
,blue-collar,married,no
,student,single,no
59,technician,divorced,no
42,blue-collar,married,no
,admin.,single,no
64,retired,married,yes
,admin.,single,no
,blue-collar,married,yes
56,admin.,divorced,no
,technician,single,no
,entrepreneur,divorced,no
37,admin.,married,no
36,admin.,married,no
,blue-collar,single,no
27,technician,single,no
35,technician,single,no
33,unemployed,single,no
46,technician,married,no
44,admin.,married,no
32,admin.,married,no
30,technician,married,no
47,unemployed,divorced,no
53,entrepreneur,married,no
48,blue-collar,married,yes
46,admin.,divorced,no
,blue-collar,married,no
52,blue-collar,divorced,no
30,admin.,single,no
,admin.,married,no
36,blue-collar,married,no
,management,married,no
39,admin.,married,no
32,services,married,no
44,admin.,married,no
53,services,divorced,no
31,admin.,married,no
45,blue-collar,married,no
53,services,married,no
36,blue-collar,married,no
54,blue-collar,married,no
44,blue-collar,single,yes
31,admin.,divorced,no
55,admin.,married,no
38,blue-collar,married,no
59,blue-collar,married,no
50,admin.,married,no
47,admin.,married,no
37,blue-collar,married,yes
56,admin.,married,yes
,retired,married,no
,blue-collar,single,no
43,blue-collar,married,no
45,blue-collar,married,no
,entrepreneur,married,no
28,admin.,single,no
24,student,married,no
31,technician,married,no
30,technician,married,no
36,services,married,no
,admin.,single,no
31,services,single,no
35,services,married,no
59,retired,married,no
40,technician,married,no
,technician,single,no
36,technician,married,no
,blue-collar,married,no
60,retired,married,no
48,entrepreneur,married,no
41,technician,married,no
37,admin.,married,yes
28,blue-collar,single,no
58,technician,divorced,no
41,admin.,married,no
32,admin.,single,no
59,entrepreneur,divorced,no
,blue-collar,single,no
,management,divorced,yes
44,services,divorced,no
39,technician,single,no
26,blue-collar,single,no
28,blue-collar,single,no
44,technician,married,no
,admin.,divorced,no
41,blue-collar,married,no
55,blue-collar,divorced,no
39,blue-collar,married,no
41,admin.,married,yes
,technician,single,no
27,technician,single,no
40,admin.,divorced,no
31,admin.,married,no
,self-employed,married,no
38,self-employed,married,yes
,admin.,married,no
,admin.,married,no
44,self-employed,married,no
36,services,single,no
,blue-collar,married,no
35,technician,married,no
24,technician,single,no
,entrepreneur,married,yes
58,retired,divorced,yes
,housemaid,married,no
,technician,married,no
,blue-collar,married,yes
51,admin.,married,no
34,management,single,no
,admin.,single,no
,retired,married,yes
,technician,single,no
31,blue-collar,divorced,no
24,services,single,no
30,admin.,married,no
47,blue-collar,married,no
41,management,married,no
31,unemployed,single,no
29,blue-collar,single,no
57,blue-collar,married,no
35,student,single,yes
49,blue-collar,married,no
45,blue-collar,married,no
,blue-collar,married,no
,entrepreneur,married,no
,technician,married,no
32,blue-collar,single,yes
33,blue-collar,divorced,yes
40,admin.,married,no
42,entrepreneur,married,no
,entrepreneur,married,no
,unemployed,married,no
,admin.,single,no
35,technician,single,no
35,admin.,single,yes
,housemaid,married,no
,blue-collar,married,no
,self-employed,single,no
32,unemployed,single,yes
,blue-collar,single,no
51,admin.,divorced,no
23,entrepreneur,married,no
26,blue-collar,single,no
35,admin.,single,no
39,admin.,single,no
58,housemaid,married,no
48,technician,married,yes
,admin.,single,yes
32,admin.,single,no
27,technician,single,no
33,admin.,single,no
45,blue-collar,married,no
40,blue-collar,married,no
58,retired,married,no
60,entrepreneur,married,no
33,technician,married,no
33,admin.,married,no
46,management,married,no
53,retired,divorced,no
32,blue-collar,single,no
56,admin.,divorced,no
55,entrepreneur,married,no
54,blue-collar,married,no
29,blue-collar,divorced,no
25,technician,single,no
27,technician,married,no
53,blue-collar,divorced,no
30,blue-collar,single,no
50,unknown,married,no
44,admin.,married,no
35,management,married,no
32,admin.,single,no
50,entrepreneur,married,no
32,services,married,no
45,entrepreneur,married,yes
30,management,single,yes
39,housemaid,single,no
35,technician,married,yes
50,self-employed,married,no
,blue-collar,married,no
37,admin.,single,no
,blue-collar,married,yes
,blue-collar,married,no
44,blue-collar,married,no
55,self-employed,married,no
30,blue-collar,single,no
37,blue-collar,divorced,no
34,admin.,single,no
,technician,divorced,no
48,admin.,married,no
47,technician,married,no
46,admin.,married,no
,services,married,no
30,management,married,no
35,management,married,no
46,blue-collar,married,no
45,admin.,married,no
,management,married,no
34,self-employed,single,no
,student,single,no
24,entrepreneur,single,yes
37,admin.,married,no
24,services,single,no
33,self-employed,married,no
33,admin.,divorced,no
45,blue-collar,married,no
,admin.,married,no
,services,single,no
36,services,single,no
36,services,single,yes
44,admin.,married,no
47,retired,married,no
53,housemaid,married,no
39,unemployed,married,no
,retired,married,no
31,admin.,married,no
30,technician,single,yes
58,retired,divorced,yes
24,technician,single,no
31,admin.,single,no
29,management,single,no
33,admin.,married,no
35,technician,married,yes
28,blue-collar,single,no
37,technician,single,no
38,blue-collar,married,no
30,self-employed,single,no
,blue-collar,married,no
31,management,single,no
33,admin.,single,yes
26,services,divorced,no
33,services,married,no
27,technician,single,no
,admin.,married,no
43,blue-collar,married,no
47,blue-collar,single,no
91,retired,married,no
34,technician,married,no
,blue-collar,single,no
50,technician,married,no
33,admin.,single,no
44,admin.,married,no
28,blue-collar,single,no
49,unknown,married,no
32,technician,single,no
27,entrepreneur,married,no
65,admin.,married,no
,technician,married,yes
36,self-employed,single,yes
31,technician,single,no
57,retired,married,no
55,admin.,married,no
31,services,divorced,no
33,services,married,no
,blue-collar,divorced,no
78,retired,married,yes
48,admin.,single,no
35,management,married,yes
48,management,married,yes
39,admin.,married,yes
44,management,single,no
36,admin.,married,no
37,blue-collar,married,no
42,technician,married,no
41,technician,married,no
,admin.,single,yes
47,services,divorced,no
28,blue-collar,married,no
58,blue-collar,married,no
41,blue-collar,married,no
40,services,married,no
51,blue-collar,divorced,no
27,admin.,single,no
,admin.,married,no
42,technician,single,no
45,admin.,single,yes
50,entrepreneur,married,no
30,services,married,no
55,services,divorced,no
32,entrepreneur,divorced,no
31,services,single,no
,blue-collar,single,no
,unknown,unknown,no
53,technician,married,yes
34,unemployed,married,yes
48,unemployed,single,no
48,blue-collar,married,no
37,technician,married,no
35,admin.,divorced,no
42,admin.,married,no
,blue-collar,married,no
43,technician,married,no
28,admin.,single,no
38,blue-collar,married,no
35,technician,married,no
59,retired,married,no
77,retired,married,yes
38,admin.,married,no
,technician,single,no
37,admin.,single,yes
31,self-employed,married,no
,admin.,single,no
35,services,single,no
50,blue-collar,married,no
45,blue-collar,married,no
32,technician,single,no
,blue-collar,married,no
30,admin.,married,no
,blue-collar,married,no
47,housemaid,married,no
,blue-collar,single,no
35,admin.,married,no
,admin.,divorced,no
31,services,married,no
42,blue-collar,married,no
25,blue-collar,married,no
23,blue-collar,single,no
47,blue-collar,married,no
29,management,single,no
27,blue-collar,single,no
45,admin.,divorced,no
58,admin.,married,no
40,unemployed,married,no
40,management,married,no
44,blue-collar,single,no
36,admin.,married,yes
56,retired,married,no
,services,married,no
48,management,married,no
,blue-collar,married,no
,blue-collar,married,yes
,blue-collar,married,no
30,admin.,married,no
45,blue-collar,divorced,no
48,unemployed,married,no
43,admin.,single,no
30,admin.,divorced,no
45,self-employed,married,no
,blue-collar,married,no
46,technician,married,no
55,admin.,married,no
54,technician,married,yes
52,admin.,married,yes
26,unemployed,married,no
48,services,divorced,no
31,admin.,single,no
29,blue-collar,married,no
35,blue-collar,married,no
33,blue-collar,married,no
,blue-collar,married,no
38,technician,married,no
36,technician,single,no
31,admin.,married,no
,technician,married,yes
34,admin.,divorced,no
44,technician,divorced,no
,blue-collar,single,no
43,technician,married,no
35,technician,single,no
,blue-collar,married,no
,technician,married,no
27,blue-collar,single,no
40,blue-collar,married,no
,admin.,married,no
45,admin.,married,no
31,blue-collar,married,no
,blue-collar,married,no
45,blue-collar,married,no
30,services,married,no
45,technician,married,no
41,admin.,single,no
,blue-collar,married,no
41,admin.,single,yes
,services,divorced,no
41,technician,single,no
33,blue-collar,single,no
35,admin.,single,no
48,blue-collar,divorced,no
,admin.,single,no
27,services,married,no
35,unknown,married,no
46,technician,divorced,no
35,blue-collar,married,no
34,admin.,married,no
43,blue-collar,married,no
,admin.,divorced,no
,admin.,married,no
42,management,married,no
30,technician,married,no
,management,married,no
,blue-collar,married,no
48,blue-collar,married,no
37,blue-collar,married,no
56,services,married,no
,technician,single,no
,admin.,married,no
,housemaid,married,no
,technician,married,no
53,blue-collar,divorced,no
,admin.,married,no
56,retired,married,no
32,services,married,no
58,self-employed,married,no
30,admin.,single,no
50,management,married,no
45,blue-collar,married,no
45,services,married,no
37,entrepreneur,married,no
28,admin.,single,no
41,technician,married,no
,admin.,married,no
51,blue-collar,married,no
36,management,married,yes
37,services,single,no
52,blue-collar,single,no
36,admin.,divorced,no
30,admin.,married,no
44,blue-collar,divorced,yes
50,blue-collar,married,no
,services,single,no
43,technician,single,no
43,blue-collar,married,no
,admin.,married,no
34,blue-collar,single,no
,technician,divorced,no
48,technician,married,no
31,admin.,married,no
45,admin.,married,no
,admin.,single,no
,admin.,single,yes
,admin.,married,yes
30,technician,single,no
37,blue-collar,married,no
,blue-collar,single,no
32,technician,married,no
30,services,married,no
,technician,married,no
27,admin.,single,no
35,admin.,married,yes
38,blue-collar,married,no
29,technician,single,no
31,services,single,no
,unemployed,married,no
,unemployed,married,no
39,services,married,no
37,technician,married,no
48,services,divorced,no
32,technician,married,no
,blue-collar,married,yes
54,blue-collar,divorced,no
39,technician,married,no
56,unemployed,divorced,yes
,admin.,married,no
45,unemployed,married,no
32,admin.,single,no
41,technician,divorced,no
33,admin.,single,yes
33,services,divorced,no
51,blue-collar,married,no
,admin.,married,no
,technician,married,no
30,admin.,single,no
55,entrepreneur,divorced,no
,admin.,divorced,no
,entrepreneur,single,no
37,admin.,single,no
41,admin.,single,no
29,admin.,single,no
39,technician,married,no
39,self-employed,married,no
25,technician,married,no
30,admin.,married,no
,admin.,married,no
44,entrepreneur,single,no
38,technician,single,no
28,management,single,no
,blue-collar,single,yes
,admin.,single,no
40,technician,married,no
34,blue-collar,married,yes
32,admin.,single,no
32,blue-collar,married,no
33,blue-collar,married,no
,technician,married,no
,admin.,single,no
35,management,single,no
,technician,divorced,no
56,blue-collar,unknown,no
,blue-collar,married,no
,admin.,single,no
41,management,married,no
21,management,single,no
39,blue-collar,married,no
49,blue-collar,married,no
,blue-collar,married,no
29,services,single,no
,admin.,married,no
46,blue-collar,married,no
36,services,married,no
35,technician,married,no
56,retired,married,no
38,technician,single,no
,self-employed,divorced,no
49,services,married,no
,blue-collar,married,no
30,self-employed,single,no
45,blue-collar,married,no
44,blue-collar,married,no
42,admin.,married,no
53,retired,divorced,no
27,admin.,single,yes
42,housemaid,married,no
56,admin.,divorced,yes
46,blue-collar,divorced,no
31,services,single,no
,blue-collar,married,no
57,admin.,married,no
37,blue-collar,married,no
31,services,married,no
37,entrepreneur,married,no
39,services,married,no
35,admin.,married,no
38,management,married,no
37,blue-collar,single,no
,entrepreneur,single,no
32,technician,married,no
33,unemployed,married,no
28,blue-collar,single,yes
27,blue-collar,single,no
,services,divorced,no
,entrepreneur,divorced,no
50,blue-collar,married,no
50,services,married,no
25,technician,married,no
45,admin.,single,yes
,admin.,divorced,no
,technician,divorced,no
,student,single,no
30,management,married,no
30,student,single,no
25,self-employed,single,no
42,admin.,married,yes
36,admin.,married,yes
51,entrepreneur,married,no
30,technician,single,no
40,blue-collar,divorced,no
,admin.,married,no
36,admin.,single,no
45,technician,single,no
46,management,married,yes
47,blue-collar,married,yes
46,services,married,no
41,services,married,no
,blue-collar,married,no
69,retired,married,yes
37,management,married,no
33,technician,single,no
32,admin.,single,no
,housemaid,married,no
38,technician,married,no
56,admin.,married,no
,retired,single,no
57,technician,married,no
46,admin.,married,no
37,blue-collar,married,no
,technician,single,no
,management,married,no
,technician,single,no
44,blue-collar,married,no
52,services,married,yes
41,admin.,married,no
36,admin.,single,no
30,services,married,no
43,blue-collar,married,no
49,management,married,no
55,technician,married,no
51,blue-collar,married,no
52,blue-collar,married,no
,blue-collar,married,no
,management,married,yes
35,management,married,yes
32,technician,married,no
36,technician,single,no
38,admin.,divorced,no
44,admin.,divorced,no
37,blue-collar,single,no
27,blue-collar,married,no
38,technician,married,yes
42,blue-collar,married,no
34,technician,single,no
53,blue-collar,married,no
49,technician,married,no
,admin.,single,no
36,services,married,no
40,blue-collar,married,no
42,management,married,yes
